knows	word	id	lfpm10r	log_rt
TRUE	diktátor	AVH37D	0.599	-0.5344354893876423
TRUE	eszköz	7417	1.983	-0.4572848568379454
FALSE	vabank	KA124	-2.247	0.013439286863088514
TRUE	csapdáz	7426	-3.268	-0.37969502743151956
TRUE	piláf	sr752q	-1.262	1.267203908729503
TRUE	század	KT325	2.036	-0.566849387424235
TRUE	kulcscsont	7419	-0.536	-0.4796338513004232
FALSE	orront	KT 367	-2.057	0.1283272495310716
TRUE	változik	7409	1.765	-0.6315630192798805
TRUE	magmatit	KT394	-2.666	0.4391094044792365
TRUE	irány	KT246	1.373	-0.6309614250522154
FALSE	kollapszus	KT324	-1.065	-0.0639999994958618
TRUE	viszonvád	KT324	-2.163	0.6120428678917029
TRUE	kárpit	NRL120	0.194	-0.3020514864029553
TRUE	délceg	KT202	-0.228	-0.33290959026769545
TRUE	profit	HOVD76	0.862	-0.09875460460035476
TRUE	igény	KA120	1.885	-0.5638748448557765
TRUE	pohár	7403	1.388	0.09805187247197508
TRUE	lágyék	KT324	-0.685	-0.32566089043432767
TRUE	lakotthely	KT 367	-2.472	0.29840314587006556
TRUE	glükóz	7407	0.41	-0.30924625036764813
TRUE	mítosz	KT386	0.619	-0.3566749439387486
TRUE	glükóz	VJQ01Q	0.41	-0.33168272466662696
TRUE	pohár	7432	1.388	-0.6593256320931123
TRUE	eszköz	KT194	1.983	-0.46048903746519065
TRUE	rakódik	KT194	0.094	1.1519160606633427
TRUE	nimbus	KT158	-2.756	0.1397184631619552
TRUE	tököl	KT398	-1.12	-0.8000644635427892
TRUE	hidroxid	D5SW7M	-0.536	-0.10486064053425982
TRUE	csapattest	7419	-1.301	0.42106282875571877
TRUE	ion	KA110	0.155	-0.24334625863173964
TRUE	mellényzseb	7401	-1.973	-0.17217124597356614
TRUE	rámáz	KT333	-3.171	1.0763717921842666
TRUE	piktogram	KT365	-0.278	-0.2694951287026649
TRUE	nárcisz	7423	-0.25	0.36186147062601753
TRUE	tököl	7410	-1.12	-0.6668071450308628
TRUE	hálózsák	KA130	-0.037	-0.4551701906925671
TRUE	elegy	191	-1.266	-0.09467338264169413
TRUE	lépték	KT281	0.16	-0.143137382769919
FALSE	kondenzcsík	KT392	-1.009	-0.3575753491997141
TRUE	újgazdag	7425	-0.337	-0.314868291505177
FALSE	infimum	KT159	-2.339	0.5191419470678316
TRUE	sporthorgász	K131	-0.907	0.5197546411820013
FALSE	nimbus	KT262	-2.756	-0.4373196184733376
FALSE	aggófű	KT384	-1.365	0.23041703526665464
TRUE	forgórész	KT245	-0.244	0.6350863007963526
TRUE	kitin	MMIID11	-0.946	0.44211842575618904
TRUE	pauzál	KT295	-3.092	-0.07125972491769329
TRUE	rövid	KT214	2.339	-0.5667260056913701
TRUE	templomoz	KT224	-3.092	-0.24167673476112125
TRUE	régész	7423	0.538	-0.41855034765679633
TRUE	káder	ZCRF7X	-0.593	-0.04981543958442738
TRUE	gyapot	KT355	-0.198	0.11502367669695399
FALSE	komál	MMIID2	-2.031	-0.1521027782100839
TRUE	rejtőzik	KT204	0.612	-0.4023898409579504
TRUE	tartalom	RFW9WS	1.71	-0.34226498223923973
FALSE	rekvizit	KT391	-1.973	0.7621927172931378
TRUE	keresztény	KT311	1.817	-0.30334408399351814
TRUE	látszik	KA100	2.055	-0.5185806158195675
TRUE	igény	KT312	1.885	0.16956554366763127
TRUE	árstop	7406	-2.365	0.08277742645740568
TRUE	szokik	KT363	-0.316	0.15992682302744468
TRUE	pereg	KT210	0.061	-0.2573145359016389
FALSE	diviz	KT160	-2.569	-0.31296569294883764
TRUE	hidegház	KT321	-2.509	-0.3810701007449879
TRUE	csatázik	MMIIE12	-0.489	-0.35982275029776706
FALSE	petél	KT127	-3.092	0.766018853025953
TRUE	magmatit	KT267	-2.666	-0.12375080745148442
TRUE	diviz	KT220	-2.569	0.8102055093069146
TRUE	csüggeszt	7401	-1.753	-0.38992892206977353
TRUE	változik	AVH37D	1.765	-0.6295247039010653
TRUE	káder	KT261	-0.593	0.08525984395082217
FALSE	lalláz	KT160	-3.268	-0.48341313615974707
TRUE	kulcscsont	KT274	-0.536	0.06252869027973477
TRUE	igény	KT197	1.885	-0.6175574496280438
TRUE	olaj	KT309	1.54	-0.45500467801189737
TRUE	eszköz	KT165	1.983	-0.5412848312507101
TRUE	könnyelmű	KT363	0.019	-0.3777453743932298
TRUE	törköly	7433	-0.572	0.8506209043688798
FALSE	elegy	KT395	-1.266	0.24715300375346752
TRUE	kötődik	KA100	1.137	-0.30615837970758236
TRUE	derít	KT240	0.012	-0.44659965146666225
TRUE	rövid	KT350	2.339	0.39815176402100827
TRUE	genom	KT394	0.016	-0.10406690826488958
FALSE	kurzivál	KT302	-3.092	-0.17679684615162009
TRUE	nagyszámú	KT324	0.902	-0.11286639218039662
TRUE	türemlik	VJQ01Q	-2.393	1.0313375831452571
TRUE	iszlám	KT178	1.246	-0.5399970010638733
TRUE	kurtít	KT180	-2.237	0.547248195004754
TRUE	látszik	KT350	2.055	-0.3059682502014979
TRUE	bolgár	ZCRF7X	1.03	-0.1808925782699745
FALSE	vabank	KT340	-2.247	0.3386128011202976
TRUE	rejtőzik	KA123	0.612	-0.5020558574954334
TRUE	lukaszt	7401	-2.591	0.15689263151102276
TRUE	töredék	KT266	0.316	-0.47642419704868905
TRUE	orális	KT190	0.569	0.20191991486638827
TRUE	lalláz	7423	-3.268	0.17898265552843828
TRUE	fajansz	KT216	-0.829	0.24280107005252302
TRUE	lépték	KT380	0.16	0.22309955038367432
TRUE	keresztény	KT281	1.817	-0.5577512772165272
TRUE	olaj	kt342	1.54	-0.49689806383737517
FALSE	kurtít	KT324	-2.237	0.2458400266408512
TRUE	extrém	KT224	1.384	-0.4565663158616603
TRUE	tenger	DBNR1J	1.456	-0.49728438819903636
TRUE	kanalaz	KT195	-1.325	-0.12836192017531517
TRUE	viszkóz	VJQ01Q	-0.61	-0.33187780719430243
TRUE	adszorbens	KA125	-1.303	0.1994203686749106
TRUE	kalcium	UVH3U2	1.004	-0.43232256227804566
TRUE	barát	KT325	1.221	-0.6529846034165059
TRUE	farkasbab	KT226	-2.154	-0.06365890811532783
TRUE	tábornagy	KT297	-0.321	-0.10881648061717775
TRUE	ifjít	7423	-3.092	0.32208349916911017
TRUE	balközép	ZCRF7X	-0.179	-0.22120792584628746
TRUE	nyersarany	KA116	-2.548	0.3378819567848496
FALSE	bajadér	KT176	-1.417	-0.08166569063902727
TRUE	tangózik	KT107	-1.78	-0.12556322297527564
TRUE	mítosz	KT141	0.619	-0.36629247303800605
TRUE	törékeny	KT387	0.894	-0.16487464319021844
FALSE	rekvizit	KT153	-1.973	0.2913889435081385
FALSE	kontrapunkt	YW0LUV	-1.743	1.1045927036186303
FALSE	infimum	KT 189	-2.339	0.42507163764187755
TRUE	reagál	KT263	1.189	-0.10779124526633989
FALSE	elegy	KA109	-1.266	-0.6198502512519937
TRUE	dolgozik	7429	1.948	-0.6184108343131923
TRUE	csengettyű	KT207	-0.622	-0.14165573447983124
TRUE	libling	KT394	-1.946	0.8269326034279387
TRUE	csontdarab	KT321	-1.165	-0.037660331180220025
TRUE	népszerű	KT267	1.814	-0.6269756185530613
FALSE	orront	TK200	-2.057	0.3796138245178959
TRUE	rövid	7427	2.339	-0.38126041941135763
TRUE	lazúroz	KT327	-3.569	0.3960879462955607
FALSE	bajadér	KT158	-1.417	0.3270313831688883
FALSE	bajadér	W6AC09	-1.417	-0.2681997578927168
TRUE	árus	KT179	-0.422	-0.22365618267517895
TRUE	reagál	KT163	1.189	-0.2940825114730427
FALSE	délceg	7422	-0.228	-0.5951134401805026
TRUE	tököl	KT226	-1.12	-0.19462898342433585
TRUE	délceg	LE7VM2	-0.228	0.1334288873712406
TRUE	ellenfél	7406	1.362	-0.4261781497057624
FALSE	áradmány	N1IXL7	-2.64	1.1417563850218218
TRUE	diktátor	KT223	0.599	-0.36244153877740215
TRUE	templomoz	KT305	-3.092	0.2891672191000943
TRUE	forrpont	LE7VM2	-1.542	-0.47738278839473486
TRUE	rejtőzik	KT216	0.612	0.40734999726275556
TRUE	pereg	KT205	0.061	0.22771309507129928
TRUE	csatázik	KT345	-0.489	-0.16802819527110793
FALSE	orront	KT155	-2.057	0.046172455337824866
TRUE	lejmol	MMIIE12	-2.031	0.12159797170525695
TRUE	szalicil	KT213	-0.79	0.09220536503755394
TRUE	kislány	KT176	1.415	-0.13647858847577649
TRUE	nagybeteg	MMIID11	-0.276	-0.044997365930717806
TRUE	komál	KT311	-2.031	-0.085372720363804
TRUE	bolgár	DBNR1J	1.03	-0.14297585145207498
TRUE	kislány	KT139	1.415	-0.308435951983232
FALSE	skubizik	KT263	-3.171	-0.4460918091995818
FALSE	diffamál	124733	-3.393	1.0261419492262445
TRUE	csapdáz	KT375	-3.268	-0.33464091457456924
FALSE	aggófű	KT216	-1.365	-0.15000926730430977
TRUE	rakódik	KT384	0.094	-0.022849062980667148
TRUE	régész	MMIID1	0.538	0.6183158699112673
TRUE	szalicil	KT311	-0.79	0.21114789030152906
TRUE	reagál	KT275	1.189	0.0659328610935858
TRUE	turné	KT287	0.819	0.4450415272236936
TRUE	lépték	7411	0.16	-0.6029135007180186
TRUE	rotor	KT107	-0.054	0.013902905169001287
TRUE	extrém	KT164	1.384	-0.48070063878714275
TRUE	gyapot	KT340	-0.198	-0.14271630220150813
TRUE	kondenzcsík	KA108	-1.009	-0.26267081144767507
FALSE	döföl	DSWLTC	-2.724	-0.04848671018699088
FALSE	ifjít	UVH3U2	-3.092	1.092929505532613
TRUE	döföl	KT375	-2.724	-0.23669115706777374
TRUE	irány	KT268	1.373	-0.1427278362824876
TRUE	heveny	KT127	0.516	-0.14303930728453296
TRUE	keresztény	KT303	1.817	-0.1306840216384483
TRUE	törköly	KT377	-0.572	-0.6262645340028066
FALSE	genom	KT392	0.016	-0.10702300795474215
TRUE	balközép	KT384	-0.179	0.21985816032989397
TRUE	puritán	KT202	0.459	-0.26771605991801817
TRUE	nagyszámú	KT355	0.902	0.001748470355615328
TRUE	sárgaréz	KT332	-0.031	-0.33063132795811107
FALSE	fajansz	KT373	-0.829	-0.02183158423623718
TRUE	áradmány	H1P83X	-2.64	-0.18994453820444734
TRUE	kötődik	KT224	1.137	0.11525539945431001
TRUE	ellenfél	7402	1.362	-0.5038251841222635
TRUE	hidroxid	MMIID7	-0.536	-0.46936383399654924
TRUE	gyapot	KT221	-0.198	-0.48288625507939076
TRUE	neoprén	KT214	-0.057	0.18480181175196922
TRUE	dolog	D1YTFI	2.387	-0.2897909612573732
TRUE	ellenfél	KT289	1.362	0.35024481490637455
TRUE	százalék	7413	1.899	-0.5391307955553138
FALSE	alfél	KT372	-2.365	-0.3065863032141156
TRUE	olaj	7427	1.54	-0.4034671054454818
TRUE	nimbus	7424	-2.756	0.0154795708425154
TRUE	barát	KT172	1.221	-0.35573966717032707
TRUE	forgórész	KT334	-0.244	0.23906808020921355
TRUE	biliárd	KT160	-0.011	-0.5058049153415289
TRUE	kurzív	KA124	-0.736	-0.7432201671976563
FALSE	káder	7405	-0.593	-0.1820735875325864
TRUE	testnedv	KT174	-0.969	0.16311750033457284
TRUE	kondenzcsík	7427	-1.009	0.45868986934545813
TRUE	nagyszámú	M4A7D7	0.902	0.09440067542147479
TRUE	horizont	KT229	0.296	0.16448848867142654
FALSE	referál	RFW9WS	-0.432	0.9099426252137626
TRUE	rakódik	KT281	0.094	-0.6928772170038399
TRUE	elegy	KT281	-1.266	0.015440184487703628
FALSE	mimézis	KT214	-1.054	0.12640354980942156
TRUE	ausztrál	KA119	1.198	-0.19990931869537143
TRUE	referál	KT350	-0.432	-0.12228628505285688
TRUE	kárpit	KT255	0.194	-0.34158930651395536
TRUE	csatázik	7436	-0.489	-0.6365778290832785
TRUE	hidegház	7426	-2.509	-0.1614665422798118
FALSE	magmatit	KT295	-2.666	-0.2400608450987727
TRUE	kitin	KT391	-0.946	0.44530742289336966
TRUE	bizmut	KT172	-0.988	0.20820451756471076
TRUE	tarol	KT125	-0.219	-0.5609441698424179
TRUE	truccol	KT338	-2.694	0.2071808221635182
TRUE	látszik	7412	2.055	-0.5097512011647488
FALSE	aggófű	KT322	-1.365	0.12534106830157093
TRUE	sugár	7426	0.422	0.3139490548299297
TRUE	piktogram	KT294	-0.278	-0.23212123053262537
TRUE	csapdáz	KT376	-3.268	-0.22497648001816514
TRUE	szokik	KA116	-0.316	0.3609487980009375
TRUE	derít	KT275	0.012	-0.4611866136186838
TRUE	kötődik	KT164	1.137	-0.40265156978829353
TRUE	szilikát	KT320	-0.363	0.047374877411273865
TRUE	tenger	7414	1.456	0.0999086814236734
TRUE	sárgaréz	KT262	-0.031	-0.41065605780587655
TRUE	adszorbens	KT164	-1.303	1.0436808051348072
TRUE	ion	KA109	0.155	-0.44614648769583914
FALSE	délceg	YW0LUV	-0.228	-0.3554756634392083
TRUE	töredék	KT296	0.316	-0.1658302883524104
TRUE	rekvizit	KT240	-1.973	-0.2797800425557972
FALSE	rekvizit	KT169	-1.973	0.49215643388848573
TRUE	áradmány	7413	-2.64	-0.19876196271344135
TRUE	ion	191	0.155	-0.22479491405448473
FALSE	cugehőr	7413	-2.916	-0.06739058448581767
TRUE	komál	7416	-2.031	-0.31054818743709045
TRUE	színpad	KT207	1.058	-0.6391989137808224
TRUE	könnyelmű	7424	0.019	-0.40511516933492936
TRUE	elegy	7411	-1.266	0.0016835820048797725
TRUE	csatázik	KT374	-0.489	-0.036223210144198256
TRUE	forgórész	KT282	-0.244	0.22213504293691066
FALSE	aggófű	KT383	-1.365	-0.08353379440604307
TRUE	szegény	KT155	1.681	0.8566426330810111
TRUE	régész	KT255	0.538	-0.26629246979751076
TRUE	genom	KT264	0.016	-0.2025324273962325
TRUE	időszak	KT385	1.939	-0.08177420583098569
TRUE	rejtőzik	UVH3U2	0.612	-0.43232256227804566
FALSE	fajansz	B60SSE	-0.829	-0.24631622583867638
TRUE	nukleon	KT254	-1.266	-0.21957492636948664
TRUE	svábtök	KT 367	-3.87	0.5798552945300909
TRUE	rekvizit	KA127	-1.973	0.04305948946043042
TRUE	örmény	KA121	0.795	-0.28622313721603904
TRUE	türemlik	KT179	-2.393	-0.32941420325596016
TRUE	beton	7405	1.056	0.32945481486636974
FALSE	móringol	KT 189	-2.967	0.16155321337487105
TRUE	komoly	KT152	2.29	-0.4741482063532336
TRUE	gyűjtemény	KT372	1.112	-0.26502079015702545
TRUE	kencéz	KT325	-3.569	0.48696214236493346
FALSE	kollapszus	kt342	-1.065	0.07911612479385008
TRUE	bajuszfű	KA130	-2.967	-0.10076553322578233
TRUE	forrpont	KT195	-1.542	-0.36272176063989925
TRUE	darab	7436	2.044	-0.38448670170547317
FALSE	lakotthely	KT230	-2.472	0.21764445899535964
TRUE	törődik	7423	0.7	-0.2810375297330807
TRUE	tábornagy	KT345	-0.321	-0.2011374710996531
FALSE	árstop	KT285	-2.365	0.5638667397975663
FALSE	bajadér	B60SSE	-1.417	0.4330770325981789
TRUE	irány	KT325	1.373	-0.6286149094312883
TRUE	tenger	KA116	1.456	-0.40327999720805463
TRUE	döföl	KT160	-2.724	-0.6364266404372416
FALSE	bajadér	KT 189	-1.417	0.007591114261992355
FALSE	bizmut	7436	-0.988	0.10876471477000563
TRUE	közhely	KT225	0.426	-0.35810453674839055
TRUE	profit	VJQ01Q	0.862	-0.30951195323864283
FALSE	hübrisz	7409	-0.863	1.3291603587596574
TRUE	kondenzcsík	KT296	-1.009	0.46900312892287294
TRUE	arzénsav	ZCRF7X	-2.408	-0.1013629609817629
TRUE	heveny	KT280	0.516	-0.30280247850056574
TRUE	dipeptid	KT204	-1.46	0.6278457019307908
TRUE	szilikát	KT210	-0.363	-0.3002541036066083
TRUE	fürkész	KT282	-0.829	-0.4061428377078855
TRUE	csengettyű	7419	-0.622	-0.4139409266236692
TRUE	lépték	7423	0.16	-0.13467490332657453
FALSE	kurzivál	KA129	-3.092	0.569523685073585
TRUE	pohár	KT226	1.388	-0.414425129413821
FALSE	fertilis	KT176	-1.185	-0.2001719310004552
TRUE	hajlik	KT224	0.575	-0.36884874493874864
TRUE	pohár	KT205	1.388	-0.642187941572262
TRUE	koenzim	7414	0.003	0.08358258873508968
TRUE	látszik	KT254	2.055	-0.2500973121477113
TRUE	reform	KA106	0.936	-0.621608219489639
TRUE	koenzim	KT324	0.003	0.6139335041374803
TRUE	csüggeszt	KA108	-1.753	-0.6232480531829135
FALSE	krakéler	KT155	-1.411	1.103289665995567
TRUE	kanalaz	RFW9WS	-1.325	0.7121038619089313
TRUE	rakódik	KT203	0.094	-0.33683730309549403
TRUE	csontdarab	KT294	-1.165	-0.2191577552537216
TRUE	transzplantál	KT169	-3.092	0.10717137503878052
TRUE	végbél	7429	0.305	-0.34404080598665443
TRUE	biliárd	KA132	-0.011	0.11258287157857669
TRUE	látszik	W6AC09	2.055	-0.4889092189957978
TRUE	darab	KA132	2.044	-0.3334119239634951
TRUE	délceg	KT370	-0.228	0.662507544465477
TRUE	kondenzcsík	7410	-1.009	-0.1662316956773394
TRUE	kalcium	KT322	1.004	-0.5101008864510528
TRUE	szilikát	KT287	-0.363	0.6766722104640872
TRUE	hálózsák	KA109	-0.037	-0.5114508194953948
TRUE	kondenzcsík	KT327	-1.009	0.628075183816243
TRUE	ingváll	7404	-1.276	0.16618370600459562
TRUE	szempont	KT213	1.61	-0.7242973486000478
TRUE	donhuán	KT102	-2.472	0.38227153805869046
TRUE	nyersarany	LE7VM2	-2.548	-0.4324689520371685
FALSE	adszorbens	KT165	-1.303	1.171862750407705
TRUE	tangózik	kt353	-1.78	-0.15855034391561287
TRUE	pereg	KT309	0.061	-0.3305617380816433
TRUE	alfél	KT384	-2.365	0.13772944346251526
TRUE	újgazdag	KT323	-0.337	-0.6974664953734748
TRUE	rakódik	UVH3U2	0.094	-0.5395680926316961
TRUE	selypít	KT306	-1.452	-0.26006690541871436
FALSE	csüggeszt	YW0LUV	-1.753	0.2381228000872931
TRUE	rücsök	KT281	-1.879	-0.10869384280308127
TRUE	keresztény	KT252	1.817	0.3104802087059658
TRUE	század	KT139	2.036	-0.5367162453954503
TRUE	balközép	KT160	-0.179	-0.6312527770988678
TRUE	olaj	KT220	1.54	-0.23019963696807474
TRUE	orális	KT275	0.569	-0.06755105426244652
FALSE	diffamál	7426	-3.393	-0.06883038468716472
FALSE	mimézis	7423	-1.054	0.604315966853352
TRUE	bélyeg	7401	0.274	-0.6277996117894451
TRUE	igény	7425	1.885	-0.22518312983604935
TRUE	rövid	7419	2.339	-0.6030688449016665
TRUE	szempont	KT163	1.61	-0.7768984228805047
TRUE	kulcscsont	KA129	-0.536	-0.8692043993543479
FALSE	fertilis	KT309	-1.185	0.183920278157629
TRUE	csapdáz	KT197	-3.268	0.18112917953444285
FALSE	orront	K131	-2.057	-0.036269871152868144
TRUE	diktátor	KT126	0.599	0.9130856009251686
TRUE	piktogram	MMIIE12	-0.278	-0.14444790436587626
TRUE	régész	KT278	0.538	-0.29506257476822684
FALSE	infimum	7416	-2.339	0.21876598371929984
TRUE	referál	AVH37D	-0.432	-0.31087564253166217
TRUE	libling	KT230	-1.946	0.17061581111870897
TRUE	űrlap	MMIIE12	1.015	-0.0621946035423788
TRUE	lágyék	KT377	-0.685	-0.23980025720936787
TRUE	lazúroz	KT305	-3.569	0.1071129791468833
TRUE	reagál	KT341	1.189	-0.32266696936201966
TRUE	mellényzseb	KA116	-1.973	0.6071398448068098
TRUE	lukaszt	KT332	-2.591	-0.26868369005859777
TRUE	beton	YA1VAL	1.056	0.01980262729616188
FALSE	lazúroz	KT226	-3.569	0.4679296049414845
FALSE	bizmut	KT139	-0.988	0.06657862620883753
TRUE	komoly	KT327	2.29	-0.5851900390548236
TRUE	sziszeg	KA100	-0.745	-0.3328189179617028
FALSE	kurzivál	KT358	-3.092	0.9684789257197376
TRUE	rejtőzik	7426	0.612	-0.40426083353747955
TRUE	népszerű	KT282	1.814	-0.22517060440773107
FALSE	csontdarab	KT364	-1.165	-0.053400776727137195
FALSE	kurzivál	KT288	-3.092	-0.3723761364312168
FALSE	krakéler	KT280	-1.411	0.4534485977992131
TRUE	bolgár	KT251	1.03	-0.4668087383492011
FALSE	libling	KT364	-1.946	0.10885440491209024
TRUE	tábornagy	KT365	-0.321	0.07751644241541761
TRUE	kárpit	KT376	0.194	-0.5112673880995923
TRUE	lazúroz	KA119	-3.569	0.8658602230667777
FALSE	templomoz	DBNR1J	-3.092	0.6600969905110144
FALSE	glosszáz	KT351	-3.569	0.2655093135442336
TRUE	svábtök	7406	-3.87	0.3901484039963936
TRUE	keresztény	KT159	1.817	0.6579629100222536
TRUE	gyülemlik	KA108	-1.145	-0.7395576783829504
FALSE	móringol	KT350	-2.967	0.12372534511825059
TRUE	időszak	7414	1.939	-0.44789777374472584
FALSE	dipeptid	KT208	-1.46	-0.25874482258973047
FALSE	truccol	KT253	-2.694	-0.14829121348391963
TRUE	mellényzseb	7431	-1.973	-0.1255632229753723
TRUE	ausztrál	KT178	1.198	-0.20978936668624232
TRUE	látszik	KT312	2.055	-0.7213306291166556
TRUE	selypít	KT 189	-1.452	-0.1638433353814185
TRUE	piktogram	KT319	-0.278	-0.2997411584995906
TRUE	csengettyű	KT115	-0.622	-0.4346982633669899
TRUE	kulcscsont	KT254	-0.536	-0.15947650352104698
FALSE	forgórész	KT303	-0.244	0.3807078267867633
TRUE	mítosz	KA109	0.619	-0.43756741773180113
TRUE	égitest	KT327	0.434	-0.014098924379454132
FALSE	cugehőr	KT275	-2.916	-0.10973674405854189
TRUE	szegény	E5RQ3M	1.681	-0.511409127322423
FALSE	nimbus	7421	-2.756	-0.3855816017234355
TRUE	tenger	7406	1.456	-0.5877066681009795
TRUE	árus	KT350	-0.422	-0.45831224070239746
TRUE	ború	MMIID7	-0.485	-0.14826801661375433
TRUE	nagybeteg	KA123	-0.276	0.3732655554784882
FALSE	bajadér	B7E5K3	-1.417	-0.06412793877981172
TRUE	dipeptid	7428	-1.46	0.11653781616307002
TRUE	csüggeszt	KT174	-1.753	1.0230712388697898
TRUE	pauzál	KT201	-3.092	0.7385984434638712
TRUE	lélek	KT162	1.694	-0.23044514317933146
TRUE	lépték	KT204	0.16	0.0612409025569598
TRUE	szilikát	KT164	-0.363	-0.2446161972724104
TRUE	nárcisz	KT338	-0.25	-0.3722818143259926
TRUE	szilikát	KA123	-0.363	-0.17772215027230442
TRUE	heveny	KT225	0.516	0.41871033485817305
TRUE	piktogram	KT207	-0.278	-0.21576459292262629
TRUE	csatázik	KT394	-0.489	-0.5941257143077419
TRUE	dolgozik	KA121	1.948	-0.2220941021787881
TRUE	közhely	KT295	0.426	0.12485574279930017
TRUE	változik	KT286	1.765	-0.0858683940763815
FALSE	csüggeszt	KT169	-1.753	0.4730552184182737
TRUE	kárpit	VVIBD1	0.194	0.08048722426444294
TRUE	időszak	KT202	1.939	-0.6912090600584805
TRUE	ború	KT390	-0.485	0.12970721473586833
FALSE	diffamál	D5SW7M	-3.393	0.27117914517459946
TRUE	lakotthely	KT280	-2.472	0.2644697387184111
FALSE	lejmol	B60SSE	-2.031	-0.23302975922123437
TRUE	hálózsák	KT216	-0.037	-0.37020173414403545
TRUE	űrlap	7431	1.015	-0.40646560844166735
FALSE	vabank	KT153	-2.247	0.09081372223746581
TRUE	újgazdag	KT198	-0.337	0.044323058446286784
TRUE	püffeszt	KT278	-3.87	-0.46484893747633393
TRUE	kitin	KT269	-0.946	0.4223550007706631
TRUE	komál	MMIIE12	-2.031	0.15246354306500798
TRUE	hajlik	KT141	0.575	-0.48987985924567445
TRUE	újgazdag	KT178	-0.337	-0.36961545520553807
TRUE	pohár	KT324	1.388	-0.45606127713125916
TRUE	tenger	KT190	1.456	-0.14643138374396497
TRUE	példakép	KT174	0.329	-0.11952705555772963
TRUE	konverzál	KT178	-2.967	-0.2922792901496208
TRUE	püffeszt	KT126	-3.87	0.07138999608663145
TRUE	abszint	KT222	-0.659	0.09440067542142307
FALSE	nukleon	AVH37D	-1.266	-0.7571844940218049
TRUE	jármű	7427	1.595	-0.33547273628824387
TRUE	darab	KT387	2.044	-0.7316801302814006
TRUE	tábornagy	7401	-0.321	0.06282924865039859
TRUE	komál	KT349	-2.031	-0.10337360198596654
TRUE	irány	KT333	1.373	-0.5943340523642563
FALSE	döföl	KT363	-2.724	0.1433381488835944
TRUE	bolgár	KT278	1.03	-0.3802214279387495
TRUE	sárgaréz	KT391	-0.031	0.36498333344957656
TRUE	neoprén	7436	-0.057	-0.6165565784313255
FALSE	bajadér	kt342	-1.417	-0.050267504732002345
FALSE	piláf	KT306	-1.262	0.2207406666979107
TRUE	közhely	KT390	0.426	-0.09428870174346146
TRUE	arzénsav	KT296	-2.408	-0.02044763537104341
FALSE	döföl	AVH37D	-2.724	-0.09146308935372112
TRUE	kettősfém	KT169	-2.756	0.6670444492208248
TRUE	űrlap	KT385	1.015	-0.4466074664919458
TRUE	komoly	KT370	2.29	-0.4190063788798728
TRUE	koenzim	KA127	0.003	0.09803374027134748
TRUE	árstop	KT354	-2.365	0.2152686252871598
TRUE	töredék	KT321	0.316	0.861623330543454
TRUE	eszköz	7427	1.983	0.13976194237513892
TRUE	kurtít	KT249	-2.237	0.6508005869289066
FALSE	truccol	KT383	-2.694	0.013518215824209479
TRUE	turné	KT354	0.819	-0.19560134419572833
