ID,condition,rt
6,predictable,512.503218
6,predictable,438.5537479
6,predictable,497.0678837
6,predictable,481.8123989
6,predictable,435.7133149
6,predictable,489.2158111
6,predictable,477.9345842
6,predictable,517.6955411
6,predictable,554.2084007
6,predictable,471.9395039
6,predictable,521.5447775
6,predictable,584.1972787
6,predictable,544.8261335
6,predictable,495.0011782
6,predictable,450.5502016
6,predictable,584.9909517
6,predictable,512.7124962
6,predictable,541.0370757
6,predictable,380.9171421
6,predictable,507.5851885
6,predictable,404.7780521
6,predictable,582.7132357
6,predictable,524.9374446
6,unpredictable,494.4783058
6,unpredictable,542.3759334
6,unpredictable,498.358933
6,unpredictable,443.0668125
6,unpredictable,500.9525397
6,unpredictable,542.6469858
6,unpredictable,500.3992828
6,unpredictable,587.6893767
6,unpredictable,505.6124765
6,unpredictable,634.9723411
6,unpredictable,471.1249437
6,unpredictable,463.8699228
6,unpredictable,496.3844544
6,unpredictable,449.4689176
6,unpredictable,465.8473546
6,unpredictable,452.1929686
6,unpredictable,533.1848508
6,unpredictable,541.1995055
6,unpredictable,508.5886321
6,unpredictable,460.5629304
6,unpredictable,517.0482833
6,unpredictable,496.5329991
6,unpredictable,458.0873354
6,unpredictable,481.8794419
6,unpredictable,561.9707997
7,predictable,443.5074259
7,predictable,519.8704309
7,predictable,465.7086964
7,predictable,606.2819954
7,predictable,485.6940041
7,predictable,512.1729014
7,predictable,445.8311414
7,predictable,433.2888302
7,predictable,565.0163964
7,predictable,491.1105797
7,predictable,487.5378249
7,predictable,543.2959863
7,predictable,506.706503
7,predictable,522.4881219
7,predictable,523.8444342
7,predictable,518.7313162
7,predictable,547.7407686
7,predictable,506.7829529
7,predictable,537.2222005
7,predictable,590.086187
7,predictable,497.5278623
7,predictable,483.2252412
7,predictable,531.0620702
7,predictable,487.3601134
7,predictable,564.86308
7,unpredictable,507.7149085
7,unpredictable,463.2148369
7,unpredictable,504.2972932
7,unpredictable,527.7673495
7,unpredictable,515.7083151
7,unpredictable,555.6902661
7,unpredictable,486.0711367
7,unpredictable,558.8860664
7,unpredictable,463.3392435
7,unpredictable,606.722888
7,unpredictable,454.3696169
7,unpredictable,600.6695953
7,unpredictable,516.9446719
7,unpredictable,441.0025475
7,unpredictable,483.9421829
7,unpredictable,494.8448125
7,unpredictable,480.8058686
7,unpredictable,468.2574479
7,unpredictable,571.8158193
7,unpredictable,427.9607412
7,unpredictable,491.3898901
7,unpredictable,506.625142
7,unpredictable,460.1080093
7,unpredictable,514.7151888
7,unpredictable,507.7295627
8,predictable,580.3892055
8,predictable,505.1933198
8,predictable,476.2675515
8,predictable,567.8580585
8,predictable,573.0491252
8,predictable,520.1785248
8,predictable,535.038133
8,predictable,544.9092009
8,predictable,541.6930219
8,predictable,517.6112609
8,predictable,540.6831914
8,predictable,545.888702
8,predictable,466.5653367
8,predictable,541.1184817
8,predictable,537.0687647
8,predictable,458.1538467
8,predictable,500.8277312
8,predictable,470.2024066
8,predictable,467.4296078
8,predictable,440.8834024
8,predictable,513.3323714
8,predictable,412.607055
8,predictable,538.9936074
8,predictable,599.7382991
8,predictable,491.6544512
8,unpredictable,490.4166617
8,unpredictable,552.2472555
8,unpredictable,475.5567397
8,unpredictable,512.3514763
8,unpredictable,524.8391688
8,unpredictable,436.6933201
8,unpredictable,580.3657682
8,unpredictable,483.8713799
8,unpredictable,433.353298
8,unpredictable,515.4834683
8,unpredictable,486.0984854
8,unpredictable,546.9879823
8,unpredictable,531.8406113
8,unpredictable,492.9528231
8,unpredictable,448.0320483
8,unpredictable,450.2043916
8,unpredictable,459.3948496
8,unpredictable,521.1453051
8,unpredictable,439.9437685
8,unpredictable,575.6157665
8,unpredictable,498.7726458
8,unpredictable,456.428404
8,unpredictable,525.193489
8,unpredictable,502.1951232
8,unpredictable,421.772836
9,predictable,535.8674464
9,predictable,479.1331338
9,predictable,498.4237805
9,predictable,454.7594194
9,predictable,499.9739041
9,predictable,569.8926864
9,predictable,540.7767441
9,predictable,551.7852127
9,predictable,582.163875
9,predictable,547.2173795
9,predictable,428.1112596
9,predictable,584.594536
9,predictable,583.9189144
9,predictable,487.6070497
9,predictable,625.3196928
9,predictable,511.4011943
9,predictable,520.7772871
9,predictable,387.9790743
9,predictable,452.0626676
9,predictable,465.7391497
9,predictable,479.064655
9,predictable,468.1516711
9,predictable,504.0339959
9,predictable,486.1428543
9,predictable,545.2480035
9,unpredictable,506.9314618
9,unpredictable,463.7867837
9,unpredictable,518.5931937
9,unpredictable,539.2554706
9,unpredictable,448.8191362
9,unpredictable,522.456577
9,unpredictable,560.5520279
9,unpredictable,550.8793727
9,unpredictable,573.719772
9,unpredictable,543.9347914
9,unpredictable,526.3683584
9,unpredictable,491.6591019
9,unpredictable,503.4418887
9,unpredictable,500.5018569
9,unpredictable,499.5445306
9,unpredictable,593.3297645
9,unpredictable,528.734791
9,unpredictable,519.984651
9,unpredictable,476.5801402
9,unpredictable,506.2323692
9,unpredictable,567.448263
9,unpredictable,572.5909021
9,unpredictable,505.0196652
9,unpredictable,482.6061165
9,unpredictable,550.3418826
10,predictable,470.0484802
10,predictable,552.4481043
10,predictable,511.4536327
10,predictable,459.2953497
10,predictable,492.5103687
10,predictable,522.642905
10,predictable,524.4799145
10,predictable,493.5917891
10,predictable,527.1940107
10,predictable,504.1784049
10,predictable,543.4680383
10,predictable,650.4701192
10,predictable,566.2205414
10,predictable,465.7832536
10,predictable,467.5161133
10,predictable,491.6895506
10,predictable,544.0724603
10,predictable,626.6991925
10,predictable,615.7614425
10,predictable,430.3530845
10,predictable,441.4684991
10,predictable,515.2346623
10,predictable,446.5008049
10,predictable,495.7516536
10,predictable,526.3104267
10,unpredictable,578.1921731
10,unpredictable,523.5477754
10,unpredictable,450.4479064
10,unpredictable,446.5434694
10,unpredictable,607.8900677
10,unpredictable,560.8744642
10,unpredictable,532.5470257
10,unpredictable,380.9682602
10,unpredictable,518.3854653
10,unpredictable,455.0362591
10,unpredictable,513.2233808
10,unpredictable,539.8491185
10,unpredictable,506.948617
10,unpredictable,492.7723952
10,unpredictable,485.0426965
10,unpredictable,459.0957177
10,unpredictable,444.9004095
10,unpredictable,471.1018057
10,unpredictable,529.5322027
10,unpredictable,491.8720925
10,unpredictable,494.565856
10,unpredictable,588.3616108
10,unpredictable,506.3394922
10,unpredictable,472.9325043
10,unpredictable,485.078858
11,predictable,507.2644911
11,predictable,480.9090705
11,predictable,471.887461
11,predictable,563.4683836
11,predictable,439.0743018
11,predictable,440.566075
11,predictable,460.5076358
11,predictable,510.8990171
11,predictable,409.6953992
11,predictable,534.8713669
11,predictable,498.704699
11,predictable,449.158889
11,predictable,472.6071052
11,predictable,475.3866586
11,predictable,589.0076892
11,predictable,558.4850001
11,predictable,449.1892349
11,predictable,356.1856795
11,predictable,517.340748
11,predictable,431.5428332
11,predictable,559.115015
11,predictable,556.1878483
11,predictable,459.0130658
11,predictable,520.5090083
11,predictable,539.8122416
11,unpredictable,548.9026747
11,unpredictable,510.3126674
11,unpredictable,575.7922297
11,unpredictable,529.2234255
11,unpredictable,406.8026377
11,unpredictable,528.4135957
11,unpredictable,528.1268833
11,unpredictable,497.3529921
11,unpredictable,504.1920531
11,unpredictable,474.3711682
11,unpredictable,488.6432989
11,unpredictable,555.0584171
11,unpredictable,441.5271255
11,unpredictable,525.3094961
11,unpredictable,424.6421482
11,unpredictable,507.5918467
11,unpredictable,552.8550555
11,unpredictable,495.1985835
11,unpredictable,458.2516732
11,unpredictable,488.8820991
11,unpredictable,531.0348823
11,unpredictable,493.009697
11,unpredictable,497.7033091
11,unpredictable,435.4709509
11,unpredictable,419.7954634
12,predictable,582.1810374
12,predictable,513.8554297
12,predictable,557.9732097
12,predictable,509.9454628
12,predictable,549.9366369
12,predictable,496.4026651
12,predictable,385.3802452
12,predictable,486.5007114
12,predictable,558.3078774
12,predictable,549.9859313
12,predictable,506.4289102
12,predictable,466.5534376
12,predictable,537.1134517
12,predictable,569.9617573
12,predictable,528.6028737
12,predictable,502.6191863
12,predictable,479.7771728
12,predictable,480.5959262
12,predictable,450.9000735
12,predictable,402.3505963
12,predictable,447.064153
12,predictable,477.8374082
12,predictable,569.2264696
12,predictable,522.4865976
12,predictable,524.3482923
12,unpredictable,454.8379006
12,unpredictable,472.742502
12,unpredictable,516.0800419
12,unpredictable,527.8512332
12,unpredictable,477.433215
12,unpredictable,540.776676
12,unpredictable,510.9667042
12,unpredictable,495.1839118
12,unpredictable,465.1756595
12,unpredictable,454.1855976
12,unpredictable,490.4276742
12,unpredictable,435.7173546
12,unpredictable,535.0998003
12,unpredictable,561.8215654
12,unpredictable,549.3599246
12,unpredictable,486.3539701
12,unpredictable,506.1654261
12,unpredictable,533.3441708
12,unpredictable,549.1546629
12,unpredictable,546.8955111
12,unpredictable,593.3540486
12,unpredictable,600.8670511
12,unpredictable,524.9883742
12,unpredictable,510.0907682
12,unpredictable,517.3650435
13,predictable,493.1204246
13,predictable,519.4406276
13,predictable,453.6165946
13,predictable,468.3844084
13,predictable,555.7252975
13,predictable,486.2996967
13,predictable,469.7586181
13,predictable,652.8528535
13,predictable,518.7977885
13,predictable,430.6855571
13,predictable,553.3720789
13,predictable,426.4644808
13,predictable,501.746789
13,predictable,494.1938493
13,predictable,539.489934
13,predictable,538.5501542
13,predictable,456.4253637
13,predictable,587.3861932
13,predictable,477.2415518
13,predictable,485.473442
13,predictable,351.7869888
13,predictable,473.8131803
13,predictable,444.1211828
13,predictable,567.7091633
13,predictable,502.7156687
13,unpredictable,489.9847006
13,unpredictable,469.5401758
13,unpredictable,498.2438472
13,unpredictable,541.7897499
13,unpredictable,475.4245072
13,unpredictable,403.3708952
13,unpredictable,439.9989357
13,unpredictable,503.2312567
13,unpredictable,461.052567
13,unpredictable,559.620837
13,unpredictable,534.9713119
13,unpredictable,388.2818298
13,unpredictable,419.9120724
13,unpredictable,491.5799339
13,unpredictable,481.1435712
13,unpredictable,557.0406323
13,unpredictable,455.7047993
13,unpredictable,482.0533815
13,unpredictable,484.3418425
13,unpredictable,593.8769132
13,unpredictable,424.297785
13,unpredictable,515.985417
13,unpredictable,481.1801591
13,unpredictable,526.503786
13,unpredictable,498.8983366
15,predictable,552.7555135
15,predictable,553.2025001
15,predictable,533.0511396
15,predictable,577.0840631
15,predictable,517.7417933
15,predictable,561.3274945
15,predictable,497.8892097
15,predictable,518.4182037
15,predictable,514.0596541
15,predictable,544.8490149
15,predictable,458.2481269
15,predictable,543.92349
15,predictable,484.2202867
15,predictable,416.4235045
15,predictable,430.8468754
15,predictable,535.7248836
15,predictable,522.6607391
15,predictable,465.6904075
15,predictable,516.2966596
15,predictable,495.4687038
15,predictable,466.7841554
15,predictable,500.5068742
15,predictable,423.3671376
15,predictable,489.8321787
15,predictable,444.310631
15,unpredictable,547.1295475
15,unpredictable,616.7529623
15,unpredictable,555.1467688
15,unpredictable,543.7177029
15,unpredictable,522.5474503
15,unpredictable,502.5174741
15,unpredictable,459.8405052
15,unpredictable,483.2492299
15,unpredictable,532.7401384
15,unpredictable,438.8487206
15,unpredictable,443.3693767
15,unpredictable,495.450607
15,unpredictable,467.2856955
15,unpredictable,514.4286127
15,unpredictable,436.909295
15,unpredictable,486.757771
15,unpredictable,496.5627026
15,unpredictable,401.8851821
15,unpredictable,459.5606762
15,unpredictable,470.4730064
15,unpredictable,493.7567528
15,unpredictable,517.1093607
15,unpredictable,512.012693
15,unpredictable,478.483403
15,unpredictable,540.8522719
16,predictable,542.8154119
16,predictable,459.2696103
16,predictable,455.2683618
16,predictable,625.9437972
16,predictable,508.4662859
16,predictable,451.9564372
16,predictable,425.3976327
16,predictable,460.5334472
16,predictable,489.9960067
16,predictable,576.5564687
16,predictable,547.7877139
16,predictable,549.7840382
16,predictable,448.4526499
16,predictable,491.3924636
16,predictable,537.9596031
16,predictable,524.620806
16,predictable,472.5843935
16,predictable,552.1677561
16,predictable,574.9191492
16,predictable,436.8834681
16,predictable,467.1817796
16,predictable,518.4177255
16,predictable,531.5310461
16,predictable,502.4355035
16,predictable,545.2297287
16,unpredictable,474.7958014
16,unpredictable,447.0865147
16,unpredictable,511.6623515
16,unpredictable,501.7749652
16,unpredictable,514.6267537
16,unpredictable,421.1008725
16,unpredictable,553.5995836
16,unpredictable,494.1175562
16,unpredictable,453.4209972
16,unpredictable,490.1284464
16,unpredictable,435.4306806
16,unpredictable,505.5202966
16,unpredictable,524.4650587
16,unpredictable,547.5815765
16,unpredictable,495.7158304
16,unpredictable,538.1709981
16,unpredictable,489.2638909
16,unpredictable,558.0930557
16,unpredictable,446.2872184
16,unpredictable,467.7576046
16,unpredictable,585.9962264
16,unpredictable,427.0532363
16,unpredictable,518.9227658
16,unpredictable,460.3073501
16,unpredictable,478.7666729
17,predictable,495.9823303
17,predictable,510.7353463
17,predictable,416.2608915
17,predictable,554.0439947
17,predictable,546.7341091
17,predictable,404.4094145
17,predictable,551.4025018
17,predictable,469.0865692
17,predictable,499.1563461
17,predictable,433.8258607
17,predictable,520.8745964
17,predictable,560.174892
17,predictable,517.7550486
17,predictable,591.0698944
17,predictable,519.4694202
17,predictable,543.52682
17,predictable,606.9334324
17,predictable,417.4075741
17,predictable,483.0961874
17,predictable,497.2773513
17,predictable,609.4305073
17,predictable,460.7517617
17,predictable,427.0798727
17,predictable,487.3040259
17,predictable,566.7355318
17,unpredictable,507.8368704
17,unpredictable,587.724863
17,unpredictable,502.1029983
17,unpredictable,470.1519466
17,unpredictable,545.3855248
17,unpredictable,475.1201039
17,unpredictable,613.2198572
17,unpredictable,502.5428471
17,unpredictable,503.7848829
17,unpredictable,524.5588597
17,unpredictable,505.4526276
17,unpredictable,511.7174913
17,unpredictable,500.2528602
17,unpredictable,440.238705
17,unpredictable,477.2011492
17,unpredictable,380.4555808
17,unpredictable,529.2179267
17,unpredictable,478.8048838
17,unpredictable,442.5540037
17,unpredictable,567.8409684
17,unpredictable,492.8582528
17,unpredictable,468.7965224
17,unpredictable,485.1390976
17,unpredictable,497.1043855
17,unpredictable,450.1701157
18,predictable,521.3499314
18,predictable,574.0058518
18,predictable,578.9266567
18,predictable,511.065372
18,predictable,491.7977509
18,predictable,493.6751151
18,predictable,513.8918126
18,predictable,432.3042478
18,predictable,611.4538612
18,predictable,524.0151711
18,predictable,556.3205956
18,predictable,494.6736896
18,predictable,492.8354057
18,predictable,413.7745045
18,predictable,552.7988517
18,predictable,485.5490722
18,predictable,485.1276345
18,predictable,461.2967584
18,predictable,572.7259985
18,predictable,511.5558303
18,predictable,510.4250811
18,predictable,516.3368093
18,predictable,469.0907786
18,predictable,565.43971
18,predictable,463.0125986
18,unpredictable,586.4890168
18,unpredictable,552.5299746
18,unpredictable,388.375793
18,unpredictable,497.5368384
18,unpredictable,494.4074721
18,unpredictable,458.7928223
18,unpredictable,467.4501356
18,unpredictable,384.328349
18,unpredictable,452.4890088
18,unpredictable,523.77753
18,unpredictable,627.2747353
18,unpredictable,542.5155875
18,unpredictable,506.1967408
18,unpredictable,536.8140712
18,unpredictable,471.1383082
18,unpredictable,424.9760393
18,unpredictable,501.1395849
18,unpredictable,484.6461729
18,unpredictable,550.0865176
18,unpredictable,448.8220212
18,unpredictable,498.7361847
18,unpredictable,519.9322541
18,unpredictable,481.4530831
18,unpredictable,537.0181735
18,unpredictable,560.4062373
19,predictable,623.915887
19,predictable,579.3729944
19,predictable,413.2794251
19,predictable,530.8223493
19,predictable,508.8717726
19,predictable,451.2047595
19,predictable,431.3526624
19,predictable,488.0406009
19,predictable,448.0002881
19,predictable,435.0595591
19,predictable,539.093158
19,predictable,429.8701311
19,predictable,413.3382152
19,predictable,384.7623324
19,predictable,483.1030588
19,predictable,566.4874274
19,predictable,518.3902542
19,predictable,568.0422939
19,predictable,540.6831924
19,predictable,485.6246352
19,predictable,507.8253361
19,predictable,526.8377728
19,predictable,440.873681
19,predictable,430.9281576
19,predictable,432.9793621
19,unpredictable,510.7757437
19,unpredictable,486.1238241
19,unpredictable,533.4261858
19,unpredictable,488.1953856
19,unpredictable,417.484614
19,unpredictable,520.3091804
19,unpredictable,428.7395525
19,unpredictable,465.3925335
19,unpredictable,440.4064093
19,unpredictable,430.6031886
19,unpredictable,504.1690349
19,unpredictable,470.9531371
19,unpredictable,483.9789104
19,unpredictable,506.3721666
19,unpredictable,542.1731969
19,unpredictable,588.2403963
19,unpredictable,488.7850058
19,unpredictable,460.9118181
19,unpredictable,551.9188059
19,unpredictable,597.4505329
19,unpredictable,464.5703973
19,unpredictable,454.4697954
19,unpredictable,528.5462476
19,unpredictable,541.2165067
19,unpredictable,533.7245115
20,predictable,460.0012725
20,predictable,410.9198278
20,predictable,508.3587475
20,predictable,478.0353008
20,predictable,558.2961198
20,predictable,457.3238443
20,predictable,541.8160012
20,predictable,544.7842687
20,predictable,486.9299121
20,predictable,600.1146763
20,predictable,431.901388
20,predictable,499.9554177
20,predictable,516.207888
20,predictable,503.5611343
20,predictable,479.9083357
20,predictable,542.9758605
20,predictable,508.9454632
20,predictable,474.3853024
20,predictable,443.8799805
20,predictable,500.685398
20,predictable,488.5008649
20,predictable,449.0018192
20,predictable,545.5182756
20,predictable,456.0627028
20,predictable,505.5022669
20,unpredictable,557.0304419
20,unpredictable,444.5857465
20,unpredictable,529.1838275
20,unpredictable,426.5291184
20,unpredictable,492.7319298
20,unpredictable,536.7240837
20,unpredictable,499.1339193
20,unpredictable,516.6255556
20,unpredictable,483.7954446
20,unpredictable,523.26339
20,unpredictable,481.5921156
20,unpredictable,521.2280992
20,unpredictable,481.383797
20,unpredictable,517.7519673
20,unpredictable,505.4250481
20,unpredictable,520.5283865
20,unpredictable,539.3408581
20,unpredictable,551.7005806
20,unpredictable,480.0621234
20,unpredictable,418.8881727
20,unpredictable,519.8988863
20,unpredictable,567.7053542
20,unpredictable,563.8156516
20,unpredictable,488.2009755
20,unpredictable,465.1770139
21,predictable,536.8595582
21,predictable,556.3232808
21,predictable,518.0110482
21,predictable,601.2233882
21,predictable,493.8719413
21,predictable,497.4113856
21,predictable,526.9360607
21,predictable,432.6340497
21,predictable,437.1742687
21,predictable,509.1455849
21,predictable,453.0843467
21,predictable,533.0155354
21,predictable,493.4228052
21,predictable,537.3694061
21,predictable,544.0633202
21,predictable,538.4640562
21,predictable,463.6483266
21,predictable,483.856324
21,predictable,451.533751
21,predictable,534.2257128
21,predictable,518.3736704
21,predictable,574.5510702
21,predictable,526.4995478
21,predictable,415.7840063
21,predictable,427.7289975
21,unpredictable,513.4059727
21,unpredictable,513.37952
21,unpredictable,549.3826897
21,unpredictable,516.1042968
21,unpredictable,455.715424
21,unpredictable,602.1356099
21,unpredictable,563.4759201
21,unpredictable,496.0149308
21,unpredictable,427.0639803
21,unpredictable,506.9798512
21,unpredictable,488.3495353
21,unpredictable,522.3079424
21,unpredictable,480.5640224
21,unpredictable,498.2840167
21,unpredictable,489.573971
21,unpredictable,522.3509146
21,unpredictable,503.0787633
21,unpredictable,580.2736328
21,unpredictable,540.1353787
21,unpredictable,451.1876547
21,unpredictable,483.8542726
21,unpredictable,585.8083716
21,unpredictable,471.8407337
21,unpredictable,513.4381521
21,unpredictable,564.7995082
22,predictable,492.0842574
22,predictable,500.9406972
22,predictable,524.9123234
22,predictable,416.2368499
22,predictable,650.1587371
22,predictable,469.5550673
22,predictable,440.2368816
22,predictable,524.5873083
22,predictable,538.7275039
22,predictable,527.4993419
22,predictable,467.1242341
22,predictable,477.2766226
22,predictable,535.5742437
22,predictable,410.3022508
22,predictable,586.5436455
22,predictable,561.4418043
22,predictable,419.3624564
22,predictable,514.0132041
22,predictable,453.4497716
22,predictable,458.9971558
22,predictable,417.8760296
22,predictable,439.2353788
22,predictable,540.3470908
22,predictable,468.792866
22,predictable,461.9507294
22,unpredictable,442.7819535
22,unpredictable,535.004419
22,unpredictable,536.5065771
22,unpredictable,473.5750575
22,unpredictable,478.6571362
22,unpredictable,524.4375366
22,unpredictable,451.2140132
22,unpredictable,553.8910453
22,unpredictable,504.6088226
22,unpredictable,475.1204268
22,unpredictable,543.0367152
22,unpredictable,497.5056158
22,unpredictable,520.6549646
22,unpredictable,611.5193294
22,unpredictable,522.3423419
22,unpredictable,518.2030994
22,unpredictable,493.7055601
22,unpredictable,544.7957816
22,unpredictable,524.0306449
22,unpredictable,440.3219084
22,unpredictable,465.65581
22,unpredictable,507.9106288
22,unpredictable,499.4899691
22,unpredictable,527.5260687
22,unpredictable,472.7939106
23,predictable,562.3467459
23,predictable,505.3513897
23,predictable,487.9480554
23,predictable,571.6034785
23,predictable,569.7529753
23,predictable,556.6661712
23,predictable,472.3842887
23,predictable,568.8519436
23,predictable,475.3571078
23,predictable,538.6534591
23,predictable,498.4391192
23,predictable,529.1267717
23,predictable,459.8377489
23,predictable,479.9334621
23,predictable,570.1921319
23,predictable,480.707259
23,predictable,497.5107419
23,predictable,436.381949
23,predictable,602.631461
23,predictable,472.5295859
23,predictable,508.0849471
23,predictable,480.4137807
23,predictable,547.5867245
23,predictable,583.3867578
23,predictable,580.7726964
23,unpredictable,577.5060617
23,unpredictable,499.3598405
23,unpredictable,498.3417735
23,unpredictable,448.3702831
23,unpredictable,495.6422567
23,unpredictable,592.5573376
23,unpredictable,544.0096769
23,unpredictable,585.5290023
23,unpredictable,517.0298395
23,unpredictable,541.7235857
